Referencia,Fecha Alta,Tipo,Operación,Departamento,Area (m2),Precio Venta/Alquiler,Fecha Venta,Vendedor
401,42523,apartamento,Alquiler,Cundinamarca,271,268290000,42888,Pedro
402,42523,Industrial,Alquiler,Boyacá,278,218813800,42756,María
403,42523,apartamento,Venta,Norte de Santander,90,77004000,42851,Jesús
404,42524,Casa,Alquiler,Boyacá,72,70257600,42816,Carmen
405,42524,Local,Venta,Meta,224,180499200,42755,Jesús
406,42524,Oficina,Venta,Cundinamarca,207,188370000,42789,Carmen
407,42524,Industrial,Venta,Cundinamarca,162,138348000,42720,María
408,42525,Industrial,Alquiler,Cundinamarca,74,72978800,42757,Pedro
409,42525,parqueadero,Venta,Norte de Santander,293,175008900,42830,Luisa
410,42525,apartamento,Alquiler,Boyacá,46,43525200,42673,Luisa
411,42526,Local,Venta,Norte de Santander,90,74277000,42701,Luisa
412,42526,Local,Venta,Norte de Santander,148,126895200,42657,María
413,42526,apartamento,Alquiler,Meta,189,152749800,42869,Luisa
414,42527,lote,Venta,Boyacá,56,42543200,42636,Luisa
415,42527,parqueadero,Venta,Cundinamarca,46,38658400,42721,Carmen
416,42528,Oficina,Alquiler,Boyacá,201,128780700,42624,Carmen
417,42528,lote,Venta,Cundinamarca,254,138150600,42839,Luisa
418,42528,Industrial,Alquiler,Norte de Santander,287,245298900,42761,Joaquín
419,42528,parqueadero,Venta,Norte de Santander,174,95230200,42710,Luisa
420,42529,apartamento,Alquiler,Boyacá,114,101916000,42884,Carmen
421,42530,lote,Venta,Cundinamarca,135,120973500,42860,Pedro
422,42530,apartamento,Alquiler,Cundinamarca,126,63730800,42683,Jesús
423,42530,Local,Alquiler,Cundinamarca,260,109018000,42720,Luisa
424,42530,parqueadero,Venta,Cundinamarca,261,194575500,42680,Jesús
425,42530,Casa,Venta,Norte de Santander,173,111775300,42715,María
426,42530,Oficina,Alquiler,Boyacá,207,104265900,42655,Jesús
427,42531,apartamento,Venta,Cundinamarca,81,58336200,42859,Carmen
428,42531,apartamento,Alquiler,Boyacá,52,33836400,42739,Carmen
429,42532,parqueadero,Alquiler,Meta,271,219049300,42676,Jesús
430,42532,Oficina,Venta,Meta,249,138817500,42672,Luisa
431,42532,lote,Alquiler,Meta,153,111644100,42723,Jesús
432,42533,Oficina,Alquiler,Boyacá,205,198030000,42736,Joaquín
433,42534,lote,Venta,Meta,144,85248000,42890,Carmen
434,42534,Local,Alquiler,Meta,246,189862800,42719,Joaquín
435,42534,Industrial,Alquiler,Norte de Santander,233,154152800,42769,Jesús
436,42534,lote,Venta,Meta,105,78319500,42694,Carmen
437,42535,parqueadero,Venta,Norte de Santander,107,90982100,42858,Luisa
438,42535,Oficina,Venta,Cundinamarca,158,154334400,42730,Luisa
439,42536,Oficina,Alquiler,Norte de Santander,298,252435800,42666,Luisa
440,42536,parqueadero,Venta,Cundinamarca,115,107766500,42632,Jesús
441,42537,parqueadero,Venta,Cundinamarca,102,79060200,42683,Carmen
442,42537,parqueadero,Venta,Meta,211,87206300,42792,Pedro
443,42538,apartamento,Alquiler,Norte de Santander,245,100107000,42657,Jesús
444,42538,parqueadero,Venta,Cundinamarca,102,100531200,42895,Luisa
445,42538,Local,Alquiler,Norte de Santander,44,18915600,42699,Jesús
446,42538,Casa,Alquiler,Meta,57,41917800,42812,Jesús
447,42538,parqueadero,Alquiler,Boyacá,263,177945800,42759,Pedro
448,42538,Local,Alquiler,Norte de Santander,234,115947000,42645,Pedro
449,42538,Local,Venta,Norte de Santander,118,78894800,42833,Pedro
450,42539,Industrial,Alquiler,Boyacá,248,167474400,42856,Luisa
451,42539,Oficina,Venta,Cundinamarca,54,40699800,42850,Joaquín
452,42540,lote,Venta,Boyacá,215,209797000,42687,Pedro
453,42540,lote,Venta,Norte de Santander,185,161690000,42833,Jesús
454,42540,Oficina,Alquiler,Cundinamarca,72,45856800,42649,Luisa
455,42541,parqueadero,Alquiler,Cundinamarca,244,243951200,42737,Carmen
456,42541,apartamento,Venta,Boyacá,195,179712000,42735,María
457,42541,lote,Alquiler,Boyacá,104,51168000,42891,Luisa
458,42541,apartamento,Alquiler,Cundinamarca,71,58788000,42646,Jesús
459,42542,Oficina,Venta,Norte de Santander,107,59042600,42677,María
460,42543,Oficina,Alquiler,Cundinamarca,77,32232200,42806,Joaquín
461,42543,Casa,Venta,Norte de Santander,90,41274000,42639,María
462,42543,Oficina,Alquiler,Boyacá,204,92473200,42853,María
463,42544,Casa,Venta,Norte de Santander,214,196238000,42887,Pedro
464,42545,Casa,Alquiler,Norte de Santander,143,83683600,42901,Luisa
465,42545,Industrial,Alquiler,Boyacá,268,262881200,42809,Pedro
466,42545,Local,Alquiler,Meta,44,24270400,42646,Joaquín
467,42545,Local,Venta,Norte de Santander,126,52075800,42902,Pedro
468,42545,Local,Venta,Meta,215,87010500,42827,Jesús
469,42545,Casa,Alquiler,Cundinamarca,65,54678000,42717,Pedro
470,42546,parqueadero,Venta,Meta,191,87554400,42675,Jesús
471,42546,Casa,Venta,Boyacá,155,80135000,42749,Pedro
472,42546,lote,Venta,Meta,297,182001600,42743,María
473,42546,parqueadero,Alquiler,Boyacá,105,87276000,42820,Carmen
474,42546,lote,Venta,Norte de Santander,199,162264600,42909,Jesús
475,42546,lote,Alquiler,Meta,136,56848000,42707,Pedro
476,42547,Oficina,Alquiler,Boyacá,88,85148800,42880,Carmen
477,42549,lote,Alquiler,Boyacá,86,85544200,42663,Jesús
478,42549,lote,Alquiler,Boyacá,189,91324800,42868,Luisa
479,42549,Oficina,Venta,Norte de Santander,232,102822400,42881,Luisa
480,42549,lote,Venta,Boyacá,58,53081600,42650,Luisa
481,42550,Oficina,Alquiler,Cundinamarca,257,116678000,42745,Jesús
482,42550,Industrial,Venta,Meta,243,198312300,42902,María
483,42550,Oficina,Venta,Boyacá,134,94671000,42739,Carmen
484,42551,Casa,Venta,Norte de Santander,153,150643800,42707,Luisa
485,42551,apartamento,Alquiler,Meta,122,109360800,42793,Luisa
486,42551,apartamento,Venta,Norte de Santander,283,219947600,42890,Luisa
487,42551,Casa,Venta,Boyacá,261,247506300,42756,Carmen
488,42552,apartamento,Alquiler,Boyacá,185,130684000,42872,Carmen
489,42552,Casa,Venta,Meta,60,25392000,42765,Luisa
490,42553,parqueadero,Alquiler,Cundinamarca,234,191131200,42833,Luisa
491,42553,apartamento,Alquiler,Norte de Santander,62,35867000,42890,Luisa
492,42554,Local,Venta,Boyacá,282,129832800,42804,Jesús
493,42554,parqueadero,Alquiler,Boyacá,299,194858300,42725,María
494,42554,apartamento,Venta,Cundinamarca,274,172976200,42919,Luisa
495,42554,Oficina,Venta,Cundinamarca,268,257869600,42914,Luisa
496,42554,apartamento,Alquiler,Boyacá,155,116606500,42711,Jesús
497,42554,Oficina,Venta,Norte de Santander,209,131607300,42827,Pedro
498,42554,lote,Alquiler,Meta,110,100474000,42919,Luisa
499,42555,Casa,Venta,Cundinamarca,61,53143200,42877,Joaquín
500,42555,Industrial,Alquiler,Boyacá,240,223800000,42861,Pedro
501,42556,Casa,Venta,Boyacá,229,96500600,42768,Pedro
502,42556,apartamento,Alquiler,Boyacá,224,208790400,42764,Jesús
503,42556,apartamento,Venta,Cundinamarca,72,64735200,42893,María
504,42556,Oficina,Venta,Boyacá,186,121625400,42834,María
505,42556,Industrial,Venta,Meta,172,86017200,42871,Luisa
506,42556,Industrial,Alquiler,Meta,235,120719500,42657,Luisa
507,42556,Industrial,Alquiler,Meta,159,103254600,42681,Carmen
508,42556,Local,Venta,Cundinamarca,271,229753800,42696,Jesús
509,42557,parqueadero,Venta,Meta,80,42824000,42767,Pedro
510,42557,Industrial,Alquiler,Cundinamarca,227,117586000,42921,Joaquín
511,42557,Industrial,Venta,Boyacá,40,25856000,42816,Jesús
512,42557,parqueadero,Alquiler,Meta,239,178294000,42687,Joaquín
513,42557,Casa,Alquiler,Cundinamarca,191,184162200,42756,Jesús
514,42558,Casa,Venta,Meta,76,74122800,42732,Luisa
515,42559,Oficina,Alquiler,Cundinamarca,47,26277700,42726,Carmen
516,42559,Oficina,Alquiler,Cundinamarca,119,72090200,42909,Carmen
517,42559,Industrial,Venta,Norte de Santander,174,131352600,42751,Pedro
518,42559,Casa,Venta,Norte de Santander,108,63806400,42667,Luisa
519,42560,apartamento,Alquiler,Cundinamarca,123,68277300,42765,Luisa
520,42560,lote,Alquiler,Boyacá,42,27934200,42759,María
521,42560,parqueadero,Venta,Cundinamarca,105,74035500,42712,Luisa
522,42560,Casa,Venta,Boyacá,223,129340000,42797,Carmen
523,42560,lote,Alquiler,Norte de Santander,270,142938000,42819,Carmen
524,42561,apartamento,Alquiler,Cundinamarca,159,153657600,42910,Pedro
525,42561,parqueadero,Venta,Boyacá,280,124936000,42744,Pedro
526,42562,parqueadero,Venta,Norte de Santander,162,159440400,42801,María
527,42562,Industrial,Alquiler,Cundinamarca,231,93578100,42687,Joaquín
528,42563,Casa,Alquiler,Boyacá,231,227304000,42770,Joaquín
529,42563,Industrial,Alquiler,Boyacá,206,141460200,42900,Carmen
530,42563,Local,Venta,Boyacá,86,44685600,42898,María
531,42563,Industrial,Alquiler,Cundinamarca,112,71276800,42900,Carmen
532,42563,Local,Alquiler,Boyacá,182,99972600,42786,Carmen
533,42564,parqueadero,Venta,Meta,72,60602400,42837,Carmen
534,42565,Oficina,Venta,Norte de Santander,62,41031600,42731,Luisa
535,42565,Industrial,Alquiler,Boyacá,280,173068000,42862,Carmen
536,42565,Casa,Venta,Norte de Santander,197,129212300,42916,Joaquín
537,42565,Local,Alquiler,Norte de Santander,117,103112100,42855,Luisa
538,42566,Industrial,Alquiler,Norte de Santander,279,216113400,42803,María
539,42567,parqueadero,Alquiler,Cundinamarca,111,76179300,42927,María
540,42567,parqueadero,Alquiler,Meta,87,56558700,42760,Joaquín
541,42567,Casa,Alquiler,Norte de Santander,62,25159600,42906,Jesús
542,42567,Oficina,Venta,Cundinamarca,182,151496800,42667,María
543,42567,Industrial,Venta,Meta,101,56418600,42756,Pedro
544,42568,Oficina,Venta,Meta,79,69433100,42804,Carmen
545,42569,Local,Venta,Boyacá,82,41934800,42806,Jesús
546,42571,Industrial,Venta,Boyacá,65,62809500,42802,María
547,42571,Casa,Alquiler,Norte de Santander,200,100000000,42717,Jesús
548,42571,parqueadero,Venta,Cundinamarca,286,233004200,42664,Carmen
549,42571,Local,Venta,Norte de Santander,237,140398800,42913,Carmen
550,42572,Casa,Alquiler,Boyacá,275,171132500,42852,Luisa
551,42572,apartamento,Alquiler,Norte de Santander,237,221500200,42674,Pedro
552,42572,Local,Venta,Cundinamarca,125,80462500,42912,Carmen
553,42572,Oficina,Venta,Cundinamarca,209,156875400,42719,Pedro
554,42572,parqueadero,Venta,Cundinamarca,141,86700900,42695,Joaquín
555,42573,apartamento,Venta,Norte de Santander,138,128974800,42729,Luisa
556,42573,lote,Venta,Boyacá,57,56749200,42774,Carmen
557,42574,apartamento,Alquiler,Norte de Santander,198,191644200,42839,Joaquín
558,42575,apartamento,Alquiler,Norte de Santander,246,187501200,42802,Luisa
559,42575,Local,Alquiler,Meta,188,159010400,42669,Pedro
560,42576,Industrial,Alquiler,Meta,285,141217500,42705,Pedro
561,42576,parqueadero,Alquiler,Boyacá,53,28074100,42917,Jesús
562,42576,apartamento,Alquiler,Norte de Santander,161,96052600,42907,Joaquín
563,42576,apartamento,Venta,Cundinamarca,237,127221600,42852,Jesús
564,42576,Casa,Alquiler,Boyacá,112,51396800,42855,Jesús
565,42576,lote,Venta,Cundinamarca,147,91786800,42689,Joaquín
566,42577,Local,Alquiler,Norte de Santander,266,188195000,42750,María
567,42577,Local,Venta,Cundinamarca,98,46991000,42743,Joaquín
568,42577,Local,Venta,Boyacá,153,63999900,42866,Luisa
569,42577,Local,Alquiler,Meta,167,70039800,42801,Luisa
570,42578,lote,Alquiler,Boyacá,79,65980800,42758,Pedro
571,42578,Industrial,Alquiler,Meta,44,32203600,42724,Jesús
572,42579,Local,Alquiler,Meta,235,189715500,42917,Carmen
573,42579,parqueadero,Venta,Meta,243,103882500,42718,Jesús
574,42579,Local,Alquiler,Boyacá,58,25143000,42885,Carmen
575,42579,parqueadero,Alquiler,Cundinamarca,280,187740000,42846,Joaquín
576,42580,Casa,Venta,Cundinamarca,54,43534800,42786,Pedro
577,42580,Oficina,Venta,Cundinamarca,154,88965800,42908,Joaquín
578,42580,Oficina,Venta,Norte de Santander,221,157197300,42729,Joaquín
579,42580,Industrial,Venta,Norte de Santander,148,81178000,42842,Luisa
580,42581,parqueadero,Venta,Meta,226,163488400,42936,María
581,42581,Casa,Venta,Meta,230,174202000,42690,Jesús
582,42582,Industrial,Venta,Boyacá,290,258448000,42696,Jesús
583,42582,Local,Venta,Meta,297,176774400,42817,Pedro
584,42583,Casa,Alquiler,Norte de Santander,257,107760100,42773,Luisa
585,42583,parqueadero,Alquiler,Norte de Santander,161,105020300,42770,Joaquín
586,42583,Oficina,Alquiler,Boyacá,77,61392100,42817,María
587,42584,apartamento,Alquiler,Cundinamarca,184,128634400,42918,Joaquín
588,42584,Local,Alquiler,Meta,56,46916800,42802,Pedro
589,42584,Oficina,Venta,Meta,138,137268600,42903,Carmen
590,42585,lote,Venta,Meta,95,62757000,42810,Carmen
591,42585,lote,Alquiler,Norte de Santander,46,43571200,42825,Luisa
592,42585,parqueadero,Alquiler,Norte de Santander,145,99963000,42856,Pedro
593,42586,lote,Venta,Meta,213,123497400,42909,Carmen
594,42586,Industrial,Alquiler,Meta,171,114843600,42915,Pedro
595,42586,Industrial,Venta,Cundinamarca,262,134379800,42840,Jesús
596,42586,parqueadero,Venta,Boyacá,62,35836000,42939,Luisa
597,42587,Casa,Venta,Boyacá,71,32376000,42809,María
598,42588,Casa,Venta,Boyacá,94,73545600,42857,María
599,42590,Local,Alquiler,Boyacá,76,73856800,42816,Joaquín
600,42590,Oficina,Alquiler,Cundinamarca,289,127564600,42764,Pedro
601,42590,Casa,Alquiler,Norte de Santander,147,91963200,42909,Luisa
602,42591,Industrial,Venta,Norte de Santander,227,121876300,42943,Joaquín
603,42591,Casa,Alquiler,Cundinamarca,174,140818200,42878,Jesús
604,42592,Local,Alquiler,Boyacá,149,70432300,42950,Luisa
605,42592,apartamento,Alquiler,Boyacá,212,181726400,42911,María
606,42592,parqueadero,Alquiler,Boyacá,45,36076500,42799,María
607,42592,parqueadero,Venta,Cundinamarca,49,41801900,42788,Pedro
608,42593,lote,Venta,Boyacá,210,111762000,42867,Carmen
609,42593,lote,Venta,Boyacá,287,179088000,42692,Pedro
610,42593,Local,Venta,Cundinamarca,127,105854500,42758,Joaquín
611,42593,Casa,Venta,Cundinamarca,294,265893600,42907,Luisa
612,42593,Casa,Alquiler,Norte de Santander,92,87924400,42861,Joaquín
613,42593,Industrial,Venta,Cundinamarca,225,187920000,42693,Pedro
614,42594,Casa,Alquiler,Cundinamarca,241,108570500,42763,Pedro
615,42594,Local,Venta,Boyacá,283,199232000,42832,María
616,42594,apartamento,Alquiler,Cundinamarca,231,123792900,42838,Luisa
617,42595,apartamento,Venta,Boyacá,172,128398000,42762,Carmen
618,42595,Oficina,Alquiler,Boyacá,78,39156000,42755,Pedro
619,42595,lote,Alquiler,Cundinamarca,93,70596300,42824,Pedro
620,42596,lote,Alquiler,Cundinamarca,58,40629000,42920,Carmen
621,42596,Industrial,Venta,Meta,223,217112800,42817,Carmen
622,42596,apartamento,Venta,Cundinamarca,123,111634800,42915,Luisa
623,42597,Local,Venta,Meta,72,57765600,42946,María
624,42597,Industrial,Venta,Meta,154,112235200,42866,Jesús
625,42597,Industrial,Alquiler,Norte de Santander,222,217182600,42747,Carmen
626,42598,apartamento,Alquiler,Meta,263,206113100,42944,Joaquín
627,42598,parqueadero,Alquiler,Boyacá,86,49475800,42798,María
628,42598,Casa,Alquiler,Meta,212,136082800,42849,Jesús
629,42599,apartamento,Venta,Norte de Santander,249,142701900,42708,Jesús
630,42599,parqueadero,Alquiler,Norte de Santander,170,156706000,42785,María
631,42599,parqueadero,Alquiler,Cundinamarca,272,197281600,42961,Carmen
632,42599,apartamento,Venta,Norte de Santander,201,181643700,42865,Pedro
633,42599,parqueadero,Alquiler,Norte de Santander,167,119104400,42746,Luisa
634,42600,apartamento,Alquiler,Meta,283,257643200,42868,María
635,42600,Local,Alquiler,Norte de Santander,197,98165100,42752,Jesús
636,42600,apartamento,Alquiler,Meta,181,116147700,42862,María
637,42600,parqueadero,Alquiler,Cundinamarca,95,93803000,42889,María
638,42600,Casa,Venta,Meta,116,91570400,42762,María
639,42601,apartamento,Alquiler,Norte de Santander,277,264618100,42920,Carmen
640,42601,Industrial,Alquiler,Meta,182,124306000,42932,María
641,42601,Oficina,Venta,Norte de Santander,249,230623800,42796,María
642,42602,Industrial,Venta,Norte de Santander,119,71138200,42948,Luisa
643,42602,Industrial,Alquiler,Boyacá,255,233809500,42957,Carmen
644,42602,Industrial,Alquiler,Meta,164,116210400,42865,Pedro
645,42602,Industrial,Venta,Meta,227,191769600,42788,Joaquín
646,42602,parqueadero,Alquiler,Boyacá,168,119280000,42930,Joaquín
647,42603,apartamento,Venta,Cundinamarca,67,34625600,42873,Luisa
648,42603,Oficina,Venta,Norte de Santander,267,115317300,42822,Pedro
649,42603,apartamento,Alquiler,Boyacá,46,38635400,42859,Pedro
650,42604,parqueadero,Venta,Boyacá,80,77736000,42846,Carmen
651,42604,apartamento,Venta,Norte de Santander,207,101595600,42903,Jesús
652,42604,Oficina,Alquiler,Norte de Santander,259,108054800,42735,María
653,42604,apartamento,Venta,Meta,147,73014900,42729,Carmen
654,42604,Oficina,Alquiler,Norte de Santander,207,195387300,42896,Luisa
655,42604,Oficina,Venta,Norte de Santander,293,278701600,42817,Luisa
656,42605,Oficina,Venta,Meta,252,177307200,42826,Luisa
657,42605,Casa,Venta,Boyacá,284,158983200,42794,Luisa
658,42605,parqueadero,Venta,Meta,286,144287000,42956,Pedro
659,42605,Casa,Alquiler,Cundinamarca,72,50040000,42757,María
660,42605,apartamento,Venta,Meta,176,100355200,42952,Carmen
661,42605,Local,Venta,Norte de Santander,278,173055000,42713,María
662,42606,parqueadero,Alquiler,Norte de Santander,254,196316600,42943,Joaquín
663,42606,Local,Alquiler,Cundinamarca,47,46384300,42785,Joaquín
664,42606,Local,Alquiler,Norte de Santander,252,205783200,42808,Luisa
665,42607,Local,Alquiler,Norte de Santander,163,152062700,42845,Pedro
666,42608,lote,Venta,Boyacá,271,145798000,42864,Luisa
667,42608,Oficina,Venta,Cundinamarca,116,65192000,42864,María
668,42609,parqueadero,Venta,Cundinamarca,195,151300500,42756,Pedro
669,42609,parqueadero,Venta,Meta,290,174783000,42749,Luisa
670,42610,Industrial,Venta,Cundinamarca,289,218859700,42852,María
671,42610,lote,Alquiler,Cundinamarca,235,127793000,42832,Luisa
672,42610,Local,Alquiler,Meta,186,122592600,42871,Luisa
673,42611,Industrial,Venta,Cundinamarca,67,47931800,42828,Luisa
674,42611,parqueadero,Venta,Norte de Santander,152,139216800,42951,Pedro
675,42611,Oficina,Alquiler,Cundinamarca,62,32971600,42865,Pedro
676,42611,Casa,Venta,Norte de Santander,47,31156300,42731,Carmen
677,42612,Industrial,Alquiler,Meta,54,22717800,42759,Joaquín
678,42612,Industrial,Venta,Cundinamarca,225,123930000,42764,María
679,42612,lote,Venta,Meta,113,107496900,42841,Joaquín
680,42612,apartamento,Alquiler,Meta,249,102986400,42861,Carmen
681,42612,Industrial,Alquiler,Meta,284,116610400,42833,Jesús
682,42612,Oficina,Venta,Boyacá,274,157769200,42866,Joaquín
683,42612,apartamento,Alquiler,Boyacá,121,104943300,42893,Jesús
684,42613,parqueadero,Venta,Meta,247,228524400,42801,María
685,42613,apartamento,Venta,Norte de Santander,97,66231600,42852,Carmen
686,42613,lote,Alquiler,Meta,57,33077100,42740,María
687,42614,apartamento,Alquiler,Boyacá,240,121488000,42834,Luisa
688,42614,lote,Venta,Boyacá,163,68883800,42717,Luisa
689,42615,parqueadero,Venta,Norte de Santander,64,62214400,42921,María
690,42615,parqueadero,Alquiler,Meta,81,72349200,42926,Joaquín
691,42615,Casa,Alquiler,Norte de Santander,118,82706200,42816,Joaquín
692,42615,Oficina,Venta,Boyacá,177,102288300,42854,María
693,42616,lote,Venta,Cundinamarca,269,172240700,42725,Jesús
694,42616,apartamento,Alquiler,Boyacá,88,39283200,42763,María
695,42616,Local,Venta,Boyacá,205,152458500,42857,Pedro
